Cycle start time,Cycle end time,Cycle timezone,Recovery score %,Resting heart rate (bpm),Heart rate variability (ms),Skin temp (celsius),Blood oxygen %,Day Strain,Energy burned (cal),Max HR (bpm),Average HR (bpm),Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %
2023-09-25 01:25:32,2023-09-26 03:01:43,UTC-07:00,76,57,99,33.12,96.82,6.0,1819,142,74,2023-09-25 01:25:32,2023-09-25 09:29:34,82,12.9,422,484,278,82,62,62,516,47,87,79
2023-09-24 02:33:22,2023-09-25 01:25:32,UTC-07:00,95,53,123,32.53,95.54,9.1,1791,139,75,2023-09-24 02:33:22,2023-09-24 10:30:11,85,13.0,427,476,312,44,71,49,500,35,90,64
2023-09-23 02:09:06,2023-09-24 02:33:22,UTC-07:00,95,56,113,33.44,96.21,7.4,1823,125,70,2023-09-23 02:09:06,2023-09-23 12:23:23,90,12.8,505,612,279,120,106,107,560,81,82,59
2023-09-22 01:02:43,2023-09-23 02:09:06,UTC-07:00,73,61,85,33.13,94.67,12.0,2179,152,79,2023-09-22 01:02:43,2023-09-22 10:35:40,77,13.7,425,572,266,101,58,147,552,78,74,71
2023-09-21 00:52:54,2023-09-22 01:02:43,UTC-07:00,35,72,55,34.00,95.90,10.7,1995,136,84,2023-09-21 00:52:54,2023-09-21 09:58:27,80,13.8,487,545,258,126,103,58,610,127,91,60
2023-09-20 03:17:04,2023-09-21 00:52:54,UTC-07:00,1,93,12,35.00,92.57,12.7,1950,149,94,2023-09-20 03:17:04,2023-09-20 07:03:56,29,16.2,171,223,124,19,28,52,582,54,76,81
2023-09-19 02:31:30,2023-09-20 03:17:04,UTC-07:00,28,71,58,33.80,96.45,19.5,4605,158,97,2023-09-19 02:31:30,2023-09-19 10:42:44,80,13.3,429,491,156,75,198,62,539,63,88,82
2023-09-18 01:45:11,2023-09-19 02:31:30,UTC-07:00,62,55,81,33.50,96.67,11.1,2022,136,78,2023-09-18 01:45:11,2023-09-18 09:44:52,82,12.4,442,479,146,109,187,37,541,74,92,70
2023-09-17 04:08:06,2023-09-18 01:45:11,UTC-07:00,45,61,76,33.70,96.70,8.4,1663,141,77,2023-09-17 04:08:06,2023-09-17 10:59:33,72,12.0,379,411,140,82,157,32,528,57,93,65
2023-09-16 02:36:31,2023-09-17 04:08:06,UTC-07:00,90,56,98,33.00,93.95,10.0,2044,143,78,2023-09-16 02:36:31,2023-09-16 10:25:38,83,12.0,430,469,129,142,159,39,519,54,92,67
2023-09-15 03:30:01,2023-09-16 02:36:31,UTC-07:00,82,56,91,33.20,95.67,7.1,1711,132,77,2023-09-15 03:30:01,2023-09-15 10:03:12,77,12.2,367,393,167,80,120,26,476,12,93,52
2023-09-13 23:52:28,2023-09-15 03:30:01,UTC-07:00,75,61,83,33.40,96.82,6.5,1970,123,72,2023-09-13 23:52:28,2023-09-14 09:29:44,97,12.6,532,577,223,101,208,45,551,71,92,70
2023-09-13 01:01:38,2023-09-13 23:52:28,UTC-07:00,40,61,72,33.10,97.04,12.2,2044,131,82,2023-09-13 01:01:38,2023-09-13 06:49:38,69,12.5,320,347,94,88,138,27,462,0,92,79
2023-09-12 00:54:09,2023-09-13 01:01:38,UTC-07:00,69,63,82,33.90,95.10,5.4,1700,123,75,2023-09-12 00:54:09,2023-09-12 09:21:44,100,12.9,466,507,163,99,204,41,466,0,92,73
2023-09-11 00:32:29,2023-09-12 00:54:09,UTC-07:00,71,63,83,33.15,95.62,7.9,1838,134,79,2023-09-11 00:32:29,2023-09-11 09:01:59,100,13.5,472,509,182,127,163,37,462,70,92,60
2023-09-10 01:49:17,2023-09-11 00:32:29,UTC-07:00,57,63,75,32.44,98.00,7.1,1690,132,74,2023-09-10 01:49:17,2023-09-10 08:39:17,73,13.4,372,409,121,100,151,37,513,47,92,67
2023-09-08 22:44:40,2023-09-10 01:49:17,UTC-07:00,62,61,81,32.60,96.58,7.7,2022,146,78,2023-09-08 22:44:40,2023-09-09 08:42:37,88,12.5,545,597,270,112,163,52,619,127,91,49
2023-09-08 01:28:04,2023-09-08 22:44:40,UTC-07:00,24,61,69,33.40,95.25,14.3,2271,136,88,2023-09-08 01:28:04,2023-09-08 05:59:39,41,12.6,221,271,118,47,56,50,535,69,83,72
2023-09-07 01:19:17,2023-09-08 01:28:04,UTC-07:00,47,60,71,33.70,95.65,7.7,1792,129,77,2023-09-07 01:19:17,2023-09-07 09:34:22,81,12.5,457,490,213,71,173,33,564,95,93,66
2023-09-06 00:40:56,2023-09-07 01:19:17,UTC-07:00,54,60,81,33.54,94.09,9.1,1865,119,79,2023-09-06 00:40:56,2023-09-06 06:45:46,64,12.5,334,364,182,63,89,30,526,43,91,67
2023-09-05 02:45:23,2023-09-06 00:40:56,UTC-07:00,85,57,108,33.70,95.18,12.8,2013,135,79,2023-09-05 02:45:23,2023-09-05 10:12:53,86,13.2,410,444,258,71,81,34,477,8,92,66
2023-09-04 02:58:48,2023-09-05 02:45:23,UTC-07:00,96,52,121,34.30,93.70,9.2,1931,149,67,2023-09-04 02:58:48,2023-09-04 11:20:37,97,12.4,464,501,271,79,114,37,478,14,92,54
2023-09-03 01:40:09,2023-09-04 02:58:48,UTC-07:00,92,57,99,34.30,95.81,6.2,1822,124,67,2023-09-03 01:40:09,2023-09-03 10:01:58,95,12.3,476,501,199,76,201,25,501,20,96,60
2023-09-02 00:53:58,2023-09-03 01:40:09,UTC-07:00,7,79,27,33.69,91.32,12.5,2149,156,85,2023-09-02 00:53:58,2023-09-02 09:24:26,93,13.7,486,510,277,113,96,24,521,127,95,40
2023-09-01 01:37:37,2023-09-02 00:53:58,UTC-07:00,19,62,75,32.35,94.57,13.9,2321,161,86,2023-09-01 01:37:37,2023-09-01 05:03:49,33,12.5,186,206,87,20,79,20,558,68,92,64
2023-08-31 03:02:27,2023-09-01 01:37:37,UTC-07:00,85,56,92,34.00,95.80,14.0,2275,137,81,2023-08-31 03:02:27,2023-08-31 10:43:24,70,12.0,424,460,172,115,137,36,603,127,92,68
2023-08-30 02:13:42,2023-08-31 03:02:27,UTC-07:00,21,65,62,33.95,96.60,11.3,2070,140,80,2023-08-30 02:13:42,2023-08-30 06:29:54,42,13.1,227,256,119,49,59,29,544,68,89,71
2023-08-29 03:19:19,2023-08-30 02:13:42,UTC-07:00,90,58,94,34.40,97.07,11.1,1894,134,79,2023-08-29 03:19:19,2023-08-29 09:59:42,70,12.6,353,400,100,91,162,47,504,36,91,66
2023-08-28 02:55:16,2023-08-29 03:19:19,UTC-07:00,68,65,72,32.30,97.13,8.7,1849,127,78,2023-08-28 02:55:16,2023-08-28 10:03:03,84,12.9,391,427,124,98,169,36,465,0,91,60
2023-08-27 00:53:13,2023-08-28 02:55:16,UTC-07:00,80,60,79,33.00,97.17,7.3,1904,125,75,2023-08-27 00:53:13,2023-08-27 11:09:54,100,12.5,569,616,230,133,206,47,424,45,92,49
2023-08-26 02:17:22,2023-08-27 00:53:13,UTC-07:00,,,,,,9.4,1766,141,77,,,,,,,,,,,,,,
2023-08-25 02:17:22,2023-08-26 02:17:22,UTC-07:00,59,57,78,32.90,96.40,8.4,1818,128,76,2023-08-25 02:17:22,2023-08-25 09:37:10,80,12.8,410,435,142,105,163,25,516,48,94,84
2023-08-24 02:37:19,2023-08-25 02:17:22,UTC-07:00,82,57,91,33.82,96.15,8.7,1821,130,77,2023-08-24 02:37:19,2023-08-24 09:55:12,79,12.0,399,435,130,106,163,36,506,26,93,76
2023-08-23 00:51:00,2023-08-24 02:37:19,UTC-07:00,69,55,81,32.72,95.33,12.1,2187,155,76,2023-08-23 00:51:00,2023-08-23 09:19:32,91,12.7,447,508,143,130,174,61,490,17,89,83
2023-08-22 01:25:05,2023-08-23 00:51:00,UTC-07:00,80,58,86,33.31,97.64,10.4,1946,140,76,2023-08-22 01:25:05,2023-08-22 09:59:52,94,12.8,471,514,198,123,150,43,500,14,92,80
2023-08-21 00:29:16,2023-08-22 01:25:05,UTC-07:00,75,58,83,32.00,94.89,13.4,2374,155,78,2023-08-21 00:29:16,2023-08-21 09:31:27,95,13.4,481,537,236,97,148,56,506,35,89,65
2023-08-20 02:44:18,2023-08-21 00:29:16,UTC-07:00,90,52,95,33.80,96.13,9.8,1761,131,73,2023-08-20 02:44:18,2023-08-20 10:48:48,88,12.6,459,484,140,78,241,25,519,53,95,66
2023-08-19 02:06:17,2023-08-20 02:44:18,UTC-07:00,57,61,75,32.74,92.56,8.1,1889,153,70,2023-08-19 02:06:17,2023-08-19 09:44:21,82,12.8,426,458,157,129,140,32,520,45,93,76
2023-08-18 00:31:57,2023-08-19 02:06:17,UTC-07:00,72,58,83,32.96,95.56,10.9,2074,131,78,2023-08-18 00:31:57,2023-08-18 08:49:54,80,12.8,468,497,208,116,144,29,583,112,94,69
2023-08-17 02:09:02,2023-08-18 00:31:57,UTC-07:00,33,58,64,33.10,97.40,9.7,1735,136,81,2023-08-17 02:09:02,2023-08-17 06:59:49,51,12.8,254,290,92,72,90,36,499,29,91,84
2023-08-16 01:44:33,2023-08-17 02:09:02,UTC-07:00,91,56,89,33.10,93.50,9.3,1905,140,75,2023-08-16 01:44:33,2023-08-16 09:29:50,87,12.9,431,465,211,102,118,34,496,29,93,83
2023-08-15 01:23:40,2023-08-16 01:44:33,UTC-07:00,96,56,92,33.70,95.75,8.3,1813,133,75,2023-08-15 01:23:40,2023-08-15 09:21:55,90,12.9,428,474,144,110,174,46,478,2,90,79
2023-08-14 00:44:11,2023-08-15 01:23:40,UTC-07:00,87,61,83,32.92,94.20,11.1,2016,136,78,2023-08-14 00:44:11,2023-08-14 10:01:46,99,13.6,508,555,271,113,124,47,513,39,91,70
2023-08-13 02:34:54,2023-08-14 00:44:11,UTC-07:00,50,63,68,33.12,92.06,8.5,1781,148,78,2023-08-13 02:34:54,2023-08-13 10:43:15,83,13.2,442,488,159,117,166,46,534,60,91,60
2023-08-12 01:13:13,2023-08-13 02:34:54,UTC-07:00,88,57,87,32.50,95.88,8.5,1913,141,81,2023-08-12 01:13:13,2023-08-12 08:00:49,74,13.3,365,407,207,62,96,42,493,14,89,86
2023-08-11 00:10:24,2023-08-12 01:13:13,UTC-07:00,51,59,65,32.30,93.35,10.1,1989,134,78,2023-08-11 00:10:24,2023-08-11 08:56:14,95,13.7,477,526,264,68,145,49,501,30,90,83
2023-08-10 01:06:36,2023-08-11 00:10:24,UTC-07:00,61,56,71,32.80,94.12,6.9,1693,128,75,2023-08-10 01:06:36,2023-08-10 09:29:51,87,13.2,448,503,160,109,179,55,513,39,89,87
2023-08-09 01:26:38,2023-08-10 01:06:36,UTC-07:00,60,60,73,32.75,94.72,8.7,1810,149,78,2023-08-09 01:26:38,2023-08-09 09:29:42,83,13.8,435,483,257,73,105,48,522,51,90,81
2023-08-08 02:38:54,2023-08-09 01:26:38,UTC-07:00,81,60,84,33.10,95.73,7.1,1699,132,79,2023-08-08 02:38:54,2023-08-08 09:33:14,78,13.5,379,410,186,77,116,31,487,17,92,66
2023-08-07 00:08:37,2023-08-08 02:38:54,UTC-07:00,79,63,84,33.87,95.92,5.7,1874,123,76,2023-08-07 00:08:37,2023-08-07 08:58:18,94,13.6,456,529,247,95,114,73,486,14,88,83
2023-08-06 00:36:00,2023-08-07 00:08:37,UTC-07:00,92,56,98,33.10,96.89,7.1,1742,135,75,2023-08-06 00:36:00,2023-08-06 08:59:44,95,13.7,446,501,217,87,142,55,469,0,89,82
2023-08-04 23:40:56,2023-08-06 00:36:00,UTC-07:00,74,64,75,32.57,95.79,6.1,1783,130,76,2023-08-04 23:40:56,2023-08-05 10:00:01,100,13.3,553,619,261,102,190,66,527,39,89,70
2023-08-04 00:34:31,2023-08-04 23:40:56,UTC-07:00,67,60,73,31.52,96.14,12.6,2101,138,83,2023-08-04 00:34:31,2023-08-04 08:09:42,83,13.2,399,455,195,86,118,56,484,11,87,76
2023-08-03 01:01:15,2023-08-04 00:34:31,UTC-07:00,71,63,71,32.52,94.75,7.9,1746,131,80,2023-08-03 01:01:15,2023-08-03 09:32:11,96,13.2,456,510,262,93,101,54,475,0,89,82
2023-08-02 00:40:17,2023-08-03 01:01:15,UTC-07:00,52,68,61,32.57,93.82,9.1,1892,136,80,2023-08-02 00:40:17,2023-08-02 10:51:41,100,13.4,551,611,293,117,141,60,498,20,90,74
2023-08-01 02:44:32,2023-08-02 00:40:17,UTC-07:00,81,63,82,33.74,98.25,9.9,1739,132,81,2023-08-01 02:44:32,2023-08-01 10:25:58,91,12.7,437,460,199,64,174,23,477,0,94,80
2023-07-31 01:58:57,2023-08-01 02:44:32,UTC-07:00,5,74,36,34.20,94.50,10.0,1956,130,84,2023-07-31 01:58:57,2023-07-31 11:25:39,100,13.1,519,566,321,101,97,47,511,27,91,82
2023-07-30 02:04:16,2023-07-31 01:58:57,UTC-07:00,67,66,74,32.70,95.19,11.5,2024,137,84,2023-07-30 02:04:16,2023-07-30 10:18:51,88,13.2,456,494,241,89,126,38,519,51,92,88
2023-07-29 02:54:08,2023-07-30 02:04:16,UTC-07:00,21,71,45,32.90,96.61,4.5,1610,115,78,2023-07-29 02:54:08,2023-07-29 10:19:43,78,13.1,391,443,162,70,159,52,499,5,88,72
2023-07-28 01:49:58,2023-07-29 02:54:08,UTC-07:00,68,63,74,33.20,95.92,13.6,2404,151,84,2023-07-28 01:49:58,2023-07-28 10:32:15,98,12.6,478,520,177,110,191,42,488,0,92,74
2023-07-27 01:00:43,2023-07-28 01:49:58,UTC-07:00,47,64,67,32.82,96.79,12.7,2248,159,82,2023-07-27 01:00:43,2023-07-27 10:01:28,100,12.8,511,536,282,109,120,25,493,0,95,80
2023-07-26 00:26:06,2023-07-27 01:00:43,UTC-07:00,53,62,74,32.00,94.68,13.5,2399,148,81,2023-07-26 00:26:06,2023-07-26 09:47:31,100,13.2,504,557,219,129,156,53,481,2,90,80
2023-07-24 23:41:21,2023-07-26 00:26:06,UTC-07:00,66,61,74,33.30,96.30,10.3,1943,136,78,2023-07-24 23:41:21,2023-07-25 08:31:31,99,13.1,475,528,286,74,115,53,481,0,90,76
2023-07-24 00:10:29,2023-07-24 23:41:21,UTC-07:00,67,62,75,33.00,96.97,11.1,1978,139,77,2023-07-24 00:10:29,2023-07-24 09:29:36,100,12.8,514,559,270,113,131,45,487,0,91,76
2023-07-23 00:45:41,2023-07-24 00:10:29,UTC-07:00,79,58,91,32.90,96.89,12.5,2044,136,79,2023-07-23 00:45:41,2023-07-23 08:59:48,100,13.2,464,494,147,134,183,30,440,48,94,
2023-07-22 00:32:08,2023-07-23 00:45:41,UTC-07:00,68,60,80,32.31,94.75,11.4,2076,155,74,2023-07-22 00:32:08,2023-07-22 07:59:37,79,12.8,402,447,199,56,147,45,508,25,91,
2023-07-21 00:56:48,2023-07-22 00:32:08,UTC-07:00,75,56,89,32.60,95.97,11.5,1970,129,78,2023-07-21 00:56:48,2023-07-21 09:37:51,89,12.7,466,521,234,113,119,55,523,0,89,
2023-07-20 00:00:00,2023-07-21 00:56:48,UTC-07:00,,,,,,12.3,1325,143,92,,,,,,,,,,,,,,
