Cycle start time,Cycle end time,Cycle timezone,Sleep onset,Wake onset,Sleep performance %,Respiratory rate (rpm),Asleep duration (min),In bed duration (min),Light sleep duration (min),Deep (SWS) duration (min),REM duration (min),Awake duration (min),Sleep need (min),Sleep debt (min),Sleep efficiency %,Sleep consistency %,Nap
2023-08-15 01:23:40,2023-08-16 01:44:33,UTC-07:00,2023-08-15 01:23:40,2023-08-15 09:21:55,90,12.9,428,474,144,110,174,46,478,2,90,79,false
2023-08-14 00:44:11,2023-08-15 01:23:40,UTC-07:00,2023-08-14 00:44:11,2023-08-14 10:01:46,99,13.6,508,555,271,113,124,47,513,39,91,70,false
2023-08-13 02:34:54,2023-08-14 00:44:11,UTC-07:00,2023-08-13 02:34:54,2023-08-13 10:43:15,83,13.2,442,488,159,117,166,46,534,60,91,60,false
2023-08-12 01:13:13,2023-08-13 02:34:54,UTC-07:00,2023-08-12 01:13:13,2023-08-12 08:00:49,74,13.3,365,407,207,62,96,42,493,14,89,86,false
2023-08-11 00:10:24,2023-08-12 01:13:13,UTC-07:00,2023-08-11 00:10:24,2023-08-11 08:56:14,95,13.7,477,526,264,68,145,49,501,30,90,83,false
2023-08-10 01:06:36,2023-08-11 00:10:24,UTC-07:00,2023-08-10 01:06:36,2023-08-10 09:29:51,87,13.2,448,503,160,109,179,55,513,39,89,87,false
2023-08-09 01:26:38,2023-08-10 01:06:36,UTC-07:00,2023-08-09 01:26:38,2023-08-09 09:29:42,83,13.8,435,483,257,73,105,48,522,51,90,81,false
2023-08-08 02:38:54,2023-08-09 01:26:38,UTC-07:00,2023-08-08 02:38:54,2023-08-08 09:33:14,78,13.5,379,410,186,77,116,31,487,17,92,66,false
2023-08-07 00:08:37,2023-08-08 02:38:54,UTC-07:00,2023-08-07 00:08:37,2023-08-07 08:58:18,94,13.6,456,529,247,95,114,73,486,14,88,83,false
2023-08-06 00:36:00,2023-08-07 00:08:37,UTC-07:00,2023-08-06 00:36:00,2023-08-06 08:59:44,95,13.7,446,501,217,87,142,55,469,0,89,82,false
2023-08-04 23:40:56,2023-08-06 00:36:00,UTC-07:00,2023-08-04 23:40:56,2023-08-05 10:00:01,100,13.3,553,619,261,102,190,66,527,39,89,70,false
2023-08-04 00:34:31,2023-08-04 23:40:56,UTC-07:00,2023-08-04 00:34:31,2023-08-04 08:09:42,83,13.2,399,455,195,86,118,56,484,11,87,76,false
2023-08-03 01:01:15,2023-08-04 00:34:31,UTC-07:00,2023-08-03 01:01:15,2023-08-03 09:32:11,96,13.2,456,510,262,93,101,54,475,0,89,82,false
2023-08-02 00:40:17,2023-08-03 01:01:15,UTC-07:00,2023-08-02 00:40:17,2023-08-02 10:51:41,100,13.4,551,611,293,117,141,60,498,20,90,74,false
2023-08-01 02:44:32,2023-08-02 00:40:17,UTC-07:00,2023-08-01 02:44:32,2023-08-01 10:25:58,91,12.7,437,460,199,64,174,23,477,0,94,80,false
2023-07-31 01:58:57,2023-08-01 02:44:32,UTC-07:00,2023-07-31 01:58:57,2023-07-31 11:25:39,100,13.1,519,566,321,101,97,47,511,27,91,82,false
2023-07-30 02:04:16,2023-07-31 01:58:57,UTC-07:00,2023-07-30 02:04:16,2023-07-30 10:18:51,88,13.2,456,494,241,89,126,38,519,51,92,88,false
2023-07-29 02:54:08,2023-07-30 02:04:16,UTC-07:00,2023-07-29 02:54:08,2023-07-29 10:19:43,78,13.1,391,443,162,70,159,52,499,5,88,72,false
2023-07-28 01:49:58,2023-07-29 02:54:08,UTC-07:00,2023-07-28 01:49:58,2023-07-28 10:32:15,98,12.6,478,520,177,110,191,42,488,0,92,74,false
2023-07-27 01:00:43,2023-07-28 01:49:58,UTC-07:00,2023-07-27 01:00:43,2023-07-27 10:01:28,100,12.8,511,536,282,109,120,25,493,0,95,80,false
2023-07-26 00:26:06,2023-07-27 01:00:43,UTC-07:00,2023-07-26 00:26:06,2023-07-26 09:47:31,100,13.2,504,557,219,129,156,53,481,2,90,80,false
2023-07-24 23:41:21,2023-07-26 00:26:06,UTC-07:00,2023-07-24 23:41:21,2023-07-25 08:31:31,99,13.1,475,528,286,74,115,53,481,0,90,76,false
2023-07-24 00:10:29,2023-07-24 23:41:21,UTC-07:00,2023-07-24 00:10:29,2023-07-24 09:29:36,100,12.8,514,559,270,113,131,45,487,0,91,76,false
2023-07-23 00:45:41,2023-07-24 00:10:29,UTC-07:00,2023-07-23 00:45:41,2023-07-23 08:59:48,100,13.2,464,494,147,134,183,30,440,48,94,,false
2023-07-22 00:32:08,2023-07-23 00:45:41,UTC-07:00,2023-07-22 13:54:52,2023-07-22 15:32:56,17,12.6,90,98,43,24,23,8,526,48,98,,true
2023-07-22 00:32:08,2023-07-23 00:45:41,UTC-07:00,2023-07-22 00:32:08,2023-07-22 07:59:37,79,12.8,402,447,199,56,147,45,508,25,91,,false
2023-07-21 00:56:48,2023-07-22 00:32:08,UTC-07:00,2023-07-21 00:56:48,2023-07-21 09:37:51,89,12.7,466,521,234,113,119,55,523,0,89,,false
